customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup
2650-EVTPG,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.09,190.24,No,0-12 months
7278-RRBON,Female,No,No,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,83.64,4097.54,No,49+ months
4358-RINEK,Male,Yes,No,No,4,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),68.55,298.06,No,0-12 months
3791-EKEQV,Female,Yes,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.67,0.0,No,0-12 months
5959-DOSVB,Male,No,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,238.9,No,13-24 months
8696-LYXQJ,Male,No,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,53.63,104.4,No,0-12 months
9401-SRMNX,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.17,7278.96,Yes,49+ months
3105-RPQGL,Female,No,No,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.25,158.54,No,0-12 months
8137-JEUCS,Female,No,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),60.87,367.92,No,0-12 months
7764-LCFND,Female,No,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,64.26,432.49,No,0-12 months
7642-RCTFP,Male,No,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,61.88,426.55,No,0-12 months
2171-XCLSS,Female,No,No,No,1,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),70.86,82.09,No,0-12 months
6856-BMZMB,Female,No,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,55.7,1010.71,Yes,13-24 months
3717-SVXPL,Male,No,Yes,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.78,0.0,Yes,0-12 months
8200-IQJRS,Female,No,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,105.77,3375.23,Yes,25-48 months
6190-YSXOI,Male,No,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.97,2616.46,No,25-48 months
7953-WTTDF,Male,No,Yes,Yes,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),59.61,718.46,No,0-12 months
6891-EILWH,Female,No,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),73.82,5322.33,No,49+ months
7260-EKWKM,Female,No,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,88.97,3197.81,No,25-48 months
5039-YRSLL,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.13,54.95,No,0-12 months
2361-JGRLN,Female,No,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.03,1599.59,No,49+ months
6902-PBRLP,Female,No,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,32.2,1415.31,No,25-48 months
7476-TQRCW,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.79,2727.83,Yes,25-48 months
7373-CSDTW,Male,No,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.91,534.59,No,25-48 months
3471-GBUFP,Male,No,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.55,411.79,No,13-24 months
4177-DMJUN,Female,No,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.11,1588.96,No,49+ months
2544-KWRKQ,Male,No,Yes,No,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,62.24,938.18,No,13-24 months
6761-CKRCZ,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,97.66,394.55,No,0-12 months
6450-YTYKS,Female,No,No,No,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.9,416.48,Yes,0-12 months
9027-AEJJN,Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.61,728.94,No,0-12 months
3977-DBRMS,Female,No,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.06,634.23,No,0-12 months
8443-BKZRF,Male,No,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.91,0.0,Yes,0-12 months
3742-JVWQV,Female,No,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.23,26.81,No,0-12 months
5562-QXDZX,Male,No,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),94.49,0.0,No,0-12 months
9953-NTDNZ,Male,No,No,Yes,27,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.77,1787.17,No,25-48 months
6539-FIULZ,Female,No,No,Yes,26,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.56,1940.22,No,25-48 months
5061-HXDZY,Female,No,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,97.58,93.91,Yes,0-12 months
5722-HIODY,Male,No,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,77.11,703.47,No,0-12 months
6855-HOSOE,Female,No,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.14,392.61,No,0-12 months
8250-GFSYQ,Female,Yes,No,Yes,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,72.79,996.07,No,13-24 months
3686-KOJKW,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.91,968.96,Yes,0-12 months
1578-CRYKT,Male,No,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),53.53,2187.44,Yes,25-48 months
7321-YOGJU,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),99.46,5068.95,No,49+ months
8414-TJMOW,Female,No,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.1,109.22,No,0-12 months
6169-WDTQC,Female,Yes,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,39.28,No,0-12 months
7196-BDAOY,Male,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.44,1225.25,No,25-48 months
7240-FGSLA,Male,No,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.85,1036.16,No,13-24 months
8462-SMZLL,Female,Yes,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,165.34,Yes,0-12 months
4989-MNVLT,Male,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,82.74,91.21,No,0-12 months
7106-FJTXI,Male,No,No,Yes,22,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.69,1704.05,Yes,13-24 months
3721-GIYLE,Female,No,No,Yes,5,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,75.57,368.31,No,0-12 months
9512-VOHAR,Male,Yes,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,0.0,No,0-12 months
2500-AERPZ,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),72.24,1022.13,No,13-24 months
2865-DAWHE,Male,No,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.69,1224.03,No,13-24 months
8959-QGQFV,Female,No,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.69,467.91,No,0-12 months
4342-EORRY,Female,No,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),54.69,1372.92,No,25-48 months
9244-UWFBQ,Male,No,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.77,523.28,No,0-12 months
4871-UDLSB,Male,No,No,No,0,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.6,0.0,No,0-12 months
5833-NOTBD,Male,No,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,92.86,273.85,Yes,0-12 months
9530-IGMLC,Female,No,Yes,No,21,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,78.51,1642.49,No,13-24 months
9076-ONXIM,Male,No,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,50.98,1234.56,No,13-24 months
3006-VDUHC,Female,No,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.07,2118.62,No,25-48 months
9722-WHQMG,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.02,27.61,No,0-12 months
2896-LNNOC,Female,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,94.16,6779.21,No,49+ months
1782-SXTNH,Male,No,No,Yes,17,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.6,1076.99,No,13-24 months
4139-NPTXF,Female,No,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,106.59,No,0-12 months
4190-YFCOC,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,95.73,954.99,Yes,0-12 months
9138-CJRAP,Female,No,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.17,60.93,Yes,0-12 months
6408-DCELY,Female,No,Yes,No,2,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.0,226.86,Yes,0-12 months
7443-MXLYP,Female,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,82.0,4195.29,No,49+ months
1991-MEXDU,Female,No,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.84,60.73,No,0-12 months
9046-LSUSU,Male,No,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,32.63,Yes,0-12 months
2099-ZNFAV,Female,No,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.65,1775.01,No,13-24 months
8457-XKCJF,Male,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,81.08,888.54,Yes,0-12 months
1005-TUBZZ,Male,No,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.01,972.11,No,0-12 months
9031-JWZFW,Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.56,67.32,No,0-12 months
6083-QNEWQ,Male,No,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.32,86.52,Yes,0-12 months
9737-ILSVG,Male,Yes,No,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.88,4898.36,No,25-48 months
9808-UPTKL,Male,No,Yes,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.43,1038.72,No,0-12 months
5142-RSPOE,Male,No,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,90.37,205.99,No,0-12 months
9142-RMDQD,Female,No,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.22,393.73,Yes,0-12 months
8343-WONLC,Male,No,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,90.05,167.34,Yes,0-12 months
9359-FVNQU,Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.26,301.52,No,13-24 months
9191-ZOAXW,Female,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),90.94,3539.88,No,25-48 months
4081-NJJTK,Female,No,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,60.6,725.43,No,0-12 months
2653-PIONS,Male,No,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.45,538.33,No,13-24 months
2438-IDUGV,Female,No,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.58,1489.29,No,25-48 months
6977-HXHSO,Male,No,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.88,578.86,No,25-48 months
3991-ZVWIZ,Female,No,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.91,624.14,Yes,13-24 months
3493-LPDEH,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.94,597.13,No,13-24 months
6083-FODUK,Female,No,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),92.36,1389.0,No,13-24 months
2284-RXORT,Male,No,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),76.01,1148.96,No,13-24 months
5507-MEAVR,Female,No,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.2,520.07,No,0-12 months
1429-EFXYP,Male,No,No,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),79.1,1252.37,No,13-24 months
3996-LTRBW,Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,78.12,1171.65,No,13-24 months
1703-WMQQP,Female,Yes,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.14,607.13,Yes,0-12 months
6297-HCQRZ,Female,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.99,766.27,Yes,0-12 months
5697-WFHWZ,Female,Yes,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),95.5,1326.78,No,13-24 months
8852-HSFWO,Female,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.1,1002.19,Yes,25-48 months
9095-JQAGM,Male,Yes,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,101.06,601.49,No,0-12 months
7850-SOEKV,Male,No,No,No,44,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.98,3262.32,No,25-48 months
2617-CFCEI,Male,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.71,2375.61,No,25-48 months
8707-SMFKU,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),80.99,567.75,No,0-12 months
4476-NFFQK,Female,No,No,Yes,0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),59.86,0.0,No,0-12 months
5340-QXGGU,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),84.19,82.87,No,0-12 months
2024-YYHES,Male,No,No,Yes,51,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.89,2867.04,No,49+ months
3567-QSLWO,Male,No,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.88,3313.13,Yes,25-48 months
8203-WLMNE,Male,No,No,Yes,11,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),63.39,690.46,No,0-12 months
4613-GOMZP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),89.97,85.95,Yes,0-12 months
7598-PWWMW,Female,Yes,No,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,66.66,2662.78,No,25-48 months
5029-RNRSN,Female,No,No,Yes,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),86.84,609.89,No,0-12 months
8443-FHZZG,Male,No,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),64.36,4646.03,No,49+ months
5145-OTVSV,Female,No,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,309.63,No,13-24 months
3612-UBHUK,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),55.46,1659.71,No,25-48 months
2790-IIQGI,Female,No,No,No,14,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,46.87,661.21,No,13-24 months
8681-DNDBH,Male,No,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.47,0.0,Yes,0-12 months
6311-NTYJQ,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.74,108.7,No,0-12 months
8815-NUWHE,Male,No,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.71,6091.77,No,49+ months
3063-HJHIR,Female,No,Yes,No,12,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.65,726.51,No,0-12 months
6154-QTOUQ,Female,No,No,No,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,76.05,301.48,Yes,0-12 months
2639-BQREI,Male,No,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.34,3200.81,Yes,25-48 months
9424-BBSWC,Female,Yes,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.04,1644.35,No,49+ months
4600-NNNFC,Female,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.31,205.95,Yes,0-12 months
3944-PDAQR,Female,No,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),85.77,1728.92,No,13-24 months
8518-PZJHL,Male,Yes,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),90.72,549.74,No,0-12 months
7037-PLKTS,Male,No,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,4127.79,No,25-48 months
3688-CLIUV,Male,No,Yes,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.92,169.49,No,0-12 months
7820-AJQDO,Female,No,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,220.73,No,0-12 months
5091-WOGOH,Male,Yes,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,84.73,928.89,Yes,0-12 months
4037-ZWJRD,Male,No,No,Yes,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,101.78,2429.06,No,13-24 months
8402-VCOCO,Male,No,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,93.16,371.73,Yes,0-12 months
5133-ANPAU,Male,Yes,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.18,441.07,No,13-24 months
9432-ZHRPF,Male,No,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,90.35,1732.59,Yes,13-24 months
3779-LTQNN,Female,No,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),91.27,4831.33,No,49+ months
5177-LBBQJ,Female,No,No,No,17,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,63.56,1074.64,No,13-24 months
5885-SZUAX,Female,No,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),88.45,265.31,No,0-12 months
2496-DBSUL,Female,No,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.61,126.07,Yes,0-12 months
8625-MVWTW,Female,No,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,1608.31,No,49+ months
9590-ZCWTM,Female,No,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),95.39,6869.67,No,49+ months
1551-YGXHR,Male,No,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.64,318.37,Yes,0-12 months
9360-FDOEZ,Female,No,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.73,3136.33,No,25-48 months
6380-GIGIT,Female,No,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,74.51,449.96,No,0-12 months
7153-ZDFXN,Female,No,No,No,42,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),67.2,2814.45,No,25-48 months
1400-MXGIK,Female,Yes,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.25,42.7,No,0-12 months
4851-UCOUJ,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.0,305.42,Yes,13-24 months
2824-NTFBW,Female,No,No,Yes,21,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,63.03,1331.29,No,13-24 months
5775-ADDET,Female,No,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.46,4090.02,No,25-48 months
8464-WMRQY,Female,No,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.4,4334.01,No,25-48 months
9000-VOBPT,Male,No,No,Yes,4,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),68.53,280.71,No,0-12 months
6153-GCQXX,Female,Yes,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,87.27,6292.65,No,49+ months
8532-GYXCO,Female,No,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,33.45,810.98,No,13-24 months
3481-JWGIE,Female,Yes,Yes,Yes,25,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),61.56,1517.55,No,25-48 months
8411-HNDTN,Female,No,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.35,1112.39,No,49+ months
9107-BMATG,Female,Yes,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),77.13,688.31,No,0-12 months
4775-YIZQU,Male,No,No,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,82.23,980.86,No,0-12 months
7476-WJPFP,Male,No,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,56.38,4061.43,No,49+ months
5089-TCIOM,Male,No,Yes,Yes,0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,67.36,0.0,No,0-12 months
7953-TXMQG,Male,No,Yes,No,48,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,71.8,3435.36,No,25-48 months
9347-FMQOD,Male,No,Yes,Yes,44,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.47,2437.16,No,25-48 months
